rainfall_mm,avg_temp_c,soil_ph,nitrogen_ppm,ndvi_index,Actual_Yield_kg_ha,Predicted_Yield_kg_ha,Error
704.7126853048172,36.81984848249925,5.836087823520304,76.29286532570944,0.6462702494327439,2723.8971601105213,2619.855008967839,104.04215114268254
1053.2795515772618,23.50320521277377,6.861205832000657,110.14125643448513,0.5092991444751781,5578.13483325171,5371.075760268877,207.05907298283273
770.1438285356851,34.89568212020374,6.414201870653429,128.52317299926287,0.7312308679573214,3927.6703146444324,3463.5641580684355,464.1061565759969
684.877380718277,30.81069800049111,6.6807045104074545,81.18248114605493,0.6066681830937004,4338.42548251214,4182.211673932752,156.21380857938766
1160.049573640644,22.014553149159102,5.851382418945902,35.60968037947363,0.3025124661767747,4863.459164781244,5336.850347449063,-473.3911826678186
1175.5763466202952,23.123441269757155,5.778780530803191,116.17349314675444,0.7074975409917377,6028.997864309689,5824.202918236539,204.79494607315064
770.0277729065183,23.616806395863016,5.723223811313932,20.078406891355947,0.4989701094647004,4528.209530654259,4437.711205528662,90.49832512559715
1092.8511116003267,20.32818648817451,6.77608122251058,118.0368688726204,0.6754091473568116,5660.960651289217,5753.404857024873,-92.4442057356564
452.5669115426819,33.11283218890904,5.938054430264568,120.03728125702068,0.8324813641277296,3542.3225761091644,3430.3147775992898,112.00779850987465
815.0324973946929,35.32172445287784,5.698516461607574,109.14577924015268,0.7372668326703886,3599.041297334372,3473.935031392907,125.1062659414647
1071.1184691567473,33.758707919991245,7.1015379588722185,74.95147933208335,0.8123657292851119,4772.860729991448,4738.603190854448,34.257539137000094
1017.0162773487566,26.91787964887427,6.096990528453848,133.60804747080746,0.5574374215815996,5493.945065403414,5520.035722603438,-26.090657200023998
826.0938131640185,27.187686484567546,7.9151187628216935,130.48875804111623,0.4972935707091656,5037.91038072113,4885.8423320476995,152.0680486734309
571.9523028726054,29.32541779229868,7.336109830188978,105.13266375607697,0.7243673471434003,4464.352289914095,4437.749147343827,26.603142570268574
494.2008663121129,28.968602280742164,7.880554464243986,40.5123682905018,0.7573047523089869,4227.084285057654,4180.021827355937,47.062457701716994
468.4068246835744,34.10825212073715,5.593927725997268,121.35990909082692,0.8464957588117892,3336.880197946527,3293.310153925634,43.570044020892965
1112.004273454053,31.126803217726142,6.135978952104617,74.15529356351058,0.3975964890632911,4800.283113256583,4886.740482269938,-86.45736901335476
483.28686558765907,33.70018766677684,5.677895712933582,46.45352050945027,0.40809518863957156,2549.1307292846277,2785.5939819082387,-236.46325262361097
649.3776542364386,35.19842748931309,5.519603976929792,108.1911016873873,0.8921375672329785,3533.662214886799,3116.2648788713336,417.3973360154655
600.1943185316762,21.08633751183015,6.527552688163865,112.7371487948405,0.6097699795186045,4329.862841196124,4369.411854916308,-39.54901372018412
1017.8547133885114,31.3967247606924,5.665024610350604,87.6090037380625,0.779193468213982,5007.5367591102,5147.47183907023,-139.93507996002973
916.1382323275599,31.412102655793007,6.067948892558787,28.459033477177357,0.8241711172423292,4684.878520186862,4961.328287816691,-276.4497676298288
414.5774605212398,23.257585148770815,7.614010907474767,91.43639191129868,0.5320242342263868,4002.1498033194594,3962.3842719512113,39.76553136824805
618.725657544565,25.531219368673156,7.89362004759524,111.11510083021683,0.8478248801339137,5129.005708989266,4873.106469475157,255.89923951410947
838.9870314932689,27.671263440247515,7.38490475899196,39.24384873436918,0.3632900564766214,4491.74680042279,4620.956063761591,-129.20926333880107
977.9616922092042,26.6334741870277,6.983053925268461,48.1044045111601,0.48946389074969765,5120.83653718701,5084.9581625083265,35.87837467868394
909.1283290110243,37.4438473425346,6.83257216811535,109.80612196114777,0.5558390140809735,2999.6343234619912,2949.556925552557,50.07739790943424
950.7219171421889,33.10290752552777,5.629171804144903,31.443310552760426,0.7368698624016998,4144.303775297216,4678.422319211607,-534.118543914391
545.1483480718379,33.69783368050569,5.500029086888415,129.8072879020667,0.37394847487953087,3064.8774546190693,3014.3469594423277,50.530495176741624
1120.0149134784842,22.65414548071311,6.772226388977639,92.29393303599053,0.7449763724711334,6009.506959351375,5838.444311137782,171.0626482135931
908.074920694115,26.226829865845332,7.196674891681412,52.51312379796385,0.7798700186674701,5554.115244807364,5216.7161986668825,337.3990461404819
1177.4256661767686,30.663340123871315,7.64544263289291,28.215046320029366,0.633947057101292,5268.059059164542,5316.700998323845,-48.64193915930264
567.4794586693682,21.082562166814135,7.729680362026837,46.46051161227766,0.7587905702309241,4352.836423497968,4451.181377910297,-98.34495441232866
1188.9685955836821,35.54000569229285,6.5189605214345425,108.49113029248127,0.5514596837502512,4311.031883040555,4086.315057767218,224.71682527333678
480.6224011019413,37.48511169274951,7.130729121479849,46.245873559751274,0.4213763694949222,1500.362736625674,1726.9270170280602,-226.5642804023862
1109.669139412094,33.493732971372644,6.866620550469471,32.30815551003077,0.5658202238025717,4481.201583279348,4579.285733635556,-98.08415035620874
623.9832749282273,28.76711453874085,6.534106687296588,66.47870215703767,0.30642917861721536,3837.9101504713894,4033.6961638110947,-195.78601333970528
906.7206834533806,37.780139363867974,6.964661971133798,68.81657611420682,0.714993391119925,2782.964770016975,3053.2993929961735,-270.3346229791987
421.22576309905577,20.09413304377243,7.413866876289652,65.4848582459642,0.590316131318587,3618.4095703284534,3877.5462054167438,-259.1366350882904
660.2642646106115,31.29509833793066,6.863579673517264,134.17078650146792,0.8951776483431861,4681.652358771392,4343.691297228958,337.9610615424335
735.6800499422319,31.85673995901577,7.091003425458517,36.8389421832218,0.3516792834382082,3562.9181909088525,3792.0253399707594,-229.10714906190697
818.1862635055952,23.968751763263157,6.943983414702894,137.2408345326732,0.30820944885640866,4794.079721097128,4683.251390604961,110.82833049216697
420.280594732366,29.85666277076725,6.733866450850297,105.05187862749851,0.37460750485852223,3441.1067782413265,3719.209293415479,-278.10251517415236
424.9465080490277,25.377060324597913,6.460887596310338,52.57904030512536,0.451303726497318,3770.6421405468386,3723.2009708753653,47.44116967147329
468.2779719950144,32.71656307676422,6.347151623346879,116.45774542321361,0.6574078944969177,3526.436457501477,3520.7396512552805,5.696806246196502
